Title,Description,Subject,Subject (corporate name),Subject (personal Name),Keyword,Geographic subject,Geographic subject (roadway),Geographic subject (city or populated place),Geographic subject (county),Geographic subject (state),Geographic subject (country),Geographic coordinates,Coverage date,Coverage date (for search),Contributor,Creator,Photographer,Publisher (of the original version),Place of publication (of the original version),Publisher (of the digital version),Date created,Date created (for search),Digitize date,Type,Format,Format (aat),Format (imt),Language,Contributing entity,Identifying number,Part of collection,Part of subcollection,Provenance,Series,Rights,Physical access,Repository name,Repository address,Repository email,Cataloger,Catalog date,Full text,Filename,Catalog state,Cataloger comments,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,Archival file,CONTENTdm file path
"Taliesin West view toward mountains, Arizona, 1938-1942","Exterior photograph of the view from the two-story building toward the staircase and mountains, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,34,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-034.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/50,50,31.jp2,Volume3/fb-block-modarch02-034.tif,/p15799coll42/image/31.jp2
"Taliesin West green garden, Arizona, 1938-1942","Exterior photograph of the architect's green garde, view toward residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,35,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-035.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/51,51,32.jp2,Volume3/fb-block-modarch02-035.tif,/p15799coll42/image/32.jp2
"Taliesin West sleeping quarters & sitting room, Arizona, 1938-1942","Exterior photograph of the view from the garden room terrace toward the sleeping quarters and sitting room, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,36,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-036.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/52,52,33.jp2,Volume3/fb-block-modarch02-036.tif,/p15799coll42/image/33.jp2
"Bazett residence, garden, Hillsborough, Calif., 1940","Exterior photograph of a view of the garden, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,37,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-037.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/53,53,34.jp2,Volume3/fb-block-modarch02-037.tif,/p15799coll42/image/34.jp2
"Bazett residence, terrace, Hillsborough, Calif., 1940","Exterior photograph of a view of the garden with a close-up of the living room and terrace, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,38,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-038.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/54,54,35.jp2,Volume3/fb-block-modarch02-038.tif,/p15799coll42/image/35.jp2
"Bazett residence, closed part, Hillsborough, Calif., 1940","Exterior photograph of a view of the garden showing the closed part of the house and entrance, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,39,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-039.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/55,55,36.jp2,Volume3/fb-block-modarch02-039.tif,/p15799coll42/image/36.jp2
"Bazett residence, porch, Hillsborough, Calif., 1940","Exterior photograph of the covered entrance porch, with a view toward the guest quarters, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,40,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-040.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/56,56,37.jp2,Volume3/fb-block-modarch02-040.tif,/p15799coll42/image/37.jp2
"Bazett residence, main entrance, Hillsborough, Calif., 1940","Exterior photograph of the covered entrance porch, with a view toward the main entrance, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,41,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-041.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/57,57,38.jp2,Volume3/fb-block-modarch02-041.tif,/p15799coll42/image/38.jp2
"Bazett residence, living room, Hillsborough, Calif., 1940","Interior photograph of the living room, looking toward the fireplace and garden windows, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,42,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-042.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/58,58,39.jp2,Volume3/fb-block-modarch02-042.tif,/p15799coll42/image/39.jp2
"Bazett residence, living room, Hillsborough, Calif., 1940","Interior photograph of the living room, looking toward the long davenport and bookcases, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,43,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-043.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/59,59,40.jp2,Volume3/fb-block-modarch02-043.tif,/p15799coll42/image/40.jp2
"Bazett residence, living room, Hillsborough, Calif., 1940","Interior photograph of the living room, looking toward the the dining area, fireplace and kitchen, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,44,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-044.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/60,60,41.jp2,Volume3/fb-block-modarch02-044.tif,/p15799coll42/image/41.jp2
"Bazett residence, living room, Hillsborough, Calif., 1940","Interior photograph of the living room fenestration, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,45,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-045.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/61,61,42.jp2,Volume3/fb-block-modarch02-045.tif,/p15799coll42/image/42.jp2
"Bazett residence, living room, Hillsborough, Calif., 1940","Interior photograph of the living room seen from the dining table, residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,46,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-046.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/62,62,43.jp2,Volume3/fb-block-modarch02-046.tif,/p15799coll42/image/43.jp2
"Bazett residence, entry, Hillsborough, Calif., 1940","Interior photograph of the entry to the residence of Sidney and Louise Bazett, 110 Reservoir Road, Hillsborough, California, 1940. Designed by Frank Lloyd Wright.",Dwellings,,,,,110 Reservoir Road,Hillsborough,San Mateo,California,USA,"37.554214,-122.340923",1940,1940,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1940,1940,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,48,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/24/15,,fb-block-modarch02-048.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/63,63,44.jp2,Volume3/fb-block-modarch02-048.tif,/p15799coll42/image/44.jp2
