Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"Joe Coulombe, founder and owner of the Trader Joe's chain in California, 1986","Businessmen--California--Los Angeles County|~|Businessmen--California--Los Angeles County|~|Businessmen--California--Los Angeles County|~|Executives--California, Southern|~|Executives--California, Southern|~|Executives--California, Southern|~|Grocery trade--California--Los Angeles County|~|Grocery trade--California--Los Angeles County|~|Grocery trade--California--Los Angeles County|~|People|~|People|~|People|~|Business|~|Business|~|Business","Coulombe, Joe, 1930-|~|Coulombe, Joe, 1930-|~|Coulombe, Joe, 1930-",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Lubas, Ken|~|Lubas, Ken|~|Lubas, Ken",1986,"Joe Coulombe, founder and owner of the Trader Joe's chain.|~|Joe Coulombe, founder and owner of the Trader Joe's chain.|~|Joe Coulombe, founder and owner of the Trader Joe's chain.",-118.16589,34.135321,"34.135321, -118.16589",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328817a.jpg
"Miho, Jerry Tondo, Karen Maruyama, and Jay Varela in production of ""Newcomer"" at Mark Taper Forum in Los Angeles, Calif., 1986",Actors--California--Los Angeles|~|Actors--California--Los Angeles|~|Actors--California--Los Angeles|~|Asian American theater--California--Los Angeles County|~|Asian American theater--California--Los Angeles County|~|Asian American theater--California--Los Angeles County|~|Asian American actors|~|Asian American actors|~|Asian American actors|~|Immigrants--Drama|~|Immigrants--Drama|~|Immigrants--Drama|~|Theater--California--Los Angeles|~|Theater--California--Los Angeles|~|Theater--California--Los Angeles|~|Entertainment|~|Entertainment|~|Entertainment|~|People|~|People|~|People,"Varela, Jay--Performances--California--Los Angeles|~|Varela, Jay--Performances--California--Los Angeles|~|Varela, Jay--Performances--California--Los Angeles",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Traeger, Marsha|~|Traeger, Marsha|~|Traeger, Marsha",1986,"Miho, center, reacts with terror to a fire drill to consternation of Jerry Tondo, left, Karen Maruyama, Jay Varela in ""Newcomer.""|~|Miho, center, reacts with terror to a fire drill to consternation of Jerry Tondo, left, Karen Maruyama, Jay Varela in ""Newcomer.""|~|Miho, center, reacts with terror to a fire drill to consternation of Jerry Tondo, left, Karen Maruyama, Jay Varela in ""Newcomer.""",-118.2477486,34.05781494,"34.05781494, -118.2477486",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328821a.jpg
"Aerial view of fire at the Los Angeles Central Library, Calif., 1986",Public libraries--California--Los Angeles County|~|Public libraries--California--Los Angeles County|~|Public libraries--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Disaster|~|Disaster|~|Disaster,"Los Angeles Public Library--Fires, 1986|~|Los Angeles Public Library--Fires, 1986|~|Los Angeles Public Library--Fires, 1986","Los Angeles (Calif.)--Buildings, structures, etc.|~|Los Angeles (Calif.)--Buildings, structures, etc.|~|Los Angeles (Calif.)--Buildings, structures, etc.","Bessel, Larry|~|Bessel, Larry|~|Bessel, Larry",1986,"View from above of the fire that ravaged the landmark Central Library Tuesday at right, flames leaping from windows over the entrance.|~|View from above of the fire that ravaged the landmark Central Library Tuesday at right, flames leaping from windows over the entrance.|~|View from above of the fire that ravaged the landmark Central Library Tuesday at right, flames leaping from windows over the entrance.",-118.2541966,34.0518594,"34.0518594, -118.2541966",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328845a.jpg
"Deputy Fire Chief Don Anthony amongst stacks destroyed by fire at Los Angeles Central Library, 1986",Fire fighters--California--Los Angeles County|~|Fire fighters--California--Los Angeles County|~|Fire fighters--California--Los Angeles County|~|Public libraries--California--Los Angeles County|~|Public libraries--California--Los Angeles County|~|Public libraries--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Disaster|~|Disaster|~|Disaster,"Los Angeles Public Library--Fires, 1986|~|Los Angeles Public Library--Fires, 1986|~|Los Angeles Public Library--Fires, 1986|~|Los Angeles (Calif.). Fire Dept.|~|Los Angeles (Calif.). Fire Dept.|~|Los Angeles (Calif.). Fire Dept.",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Bessel, Larry|~|Bessel, Larry|~|Bessel, Larry",1986,"Deputy Chief Don Anthony beside destroyed stacks ..... the mezzanine area of the library, where fire was hottest.|~|Deputy Chief Don Anthony beside destroyed stacks ..... the mezzanine area of the library, where fire was hottest.|~|Deputy Chief Don Anthony beside destroyed stacks ..... the mezzanine area of the library, where fire was hottest.",-118.2550496,34.050326,"34.050326, -118.2550496",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328848a.jpg
"Cynthia Jimenez-Telles on set of KSCI's ""Consulta Psicologica"" television program in Calif., 1986",Foreign language television programs--California|~|Foreign language television programs--California|~|Foreign language television programs--California|~|Ethnic broadcasting--California--Los Angeles|~|Ethnic broadcasting--California--Los Angeles|~|Ethnic broadcasting--California--Los Angeles|~|Hispanic American psychologists--California--Los Angeles|~|Hispanic American psychologists--California--Los Angeles|~|Hispanic American psychologists--California--Los Angeles|~|Television production & direction--California--Los Angeles|~|Television production & direction--California--Los Angeles|~|Television production & direction--California--Los Angeles|~|Entertainment|~|Entertainment|~|Entertainment|~|People|~|People|~|People,"Jimenez-Telles, Cynthia|~|Jimenez-Telles, Cynthia|~|Jimenez-Telles, Cynthia",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Traeger, Marsha|~|Traeger, Marsha|~|Traeger, Marsha",1986,"Dr. Cynthia Jimenez-Telles, KSCI's psychology show host.|~|Dr. Cynthia Jimenez-Telles, KSCI's psychology show host.|~|Dr. Cynthia Jimenez-Telles, KSCI's psychology show host.",-118.4554361,34.03453596,"34.03453596, -118.4554361",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328854a.jpg
"Los Angeles Dodgers' Fernando Valenzuela pitching, 1986",Baseball players--California--Los Angeles|~|Baseball players--California--Los Angeles|~|Baseball players--California--Los Angeles|~|Pitchers (Baseball)--California--Los Angeles|~|Pitchers (Baseball)--California--Los Angeles|~|Pitchers (Baseball)--California--Los Angeles|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People,"Valenzuela, Fernando, 1960-|~|Valenzuela, Fernando, 1960-|~|Valenzuela, Fernando, 1960-",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Traeger, Marsha|~|Traeger, Marsha|~|Traeger, Marsha",1986,"Fernando Valenzuela delivers a pitch Tuesday night at Dodger Stadium on his way to a two-hit, 4-0 victory over the Expos.|~|Fernando Valenzuela delivers a pitch Tuesday night at Dodger Stadium on his way to a two-hit, 4-0 victory over the Expos.|~|Fernando Valenzuela delivers a pitch Tuesday night at Dodger Stadium on his way to a two-hit, 4-0 victory over the Expos.",-118.240394,34.07346623,"34.07346623, -118.240394",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328863a.jpg
"Armand Hammer and Robert Gale at 88th birthday tribute to Hammer in Los Angeles, Calif., 1986",Philanthropists $z California $z Los Angeles|~|Philanthropists $z California $z Los Angeles|~|Philanthropists $z California $z Los Angeles|~|Birthday parties|~|Birthday parties|~|Birthday parties|~|Events|~|Events|~|Events|~|People|~|People|~|People,"Hammer, Armand, 1898-1990|~|Hammer, Armand, 1898-1990|~|Hammer, Armand, 1898-1990",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Almeida, Monica|~|Almeida, Monica|~|Almeida, Monica",1986,"Dr. Robert Gale, right, joined more than 400 for 88th birthday tribute to Dr. Armand Hammer at Beverly Wilshire.|~|Dr. Robert Gale, right, joined more than 400 for 88th birthday tribute to Dr. Armand Hammer at Beverly Wilshire.|~|Dr. Robert Gale, right, joined more than 400 for 88th birthday tribute to Dr. Armand Hammer at Beverly Wilshire.",-118.4006265,34.0667008,"34.0667008, -118.4006265",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328866a.jpg
"Joaquin Coronel, Luis Flores and Juan Villa sorting belongs in burned out apartment in Los Angeles, Calif., 1986",Apartments--Fires and fire prevention|~|Apartments--Fires and fire prevention|~|Apartments--Fires and fire prevention|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Fires--California--Los Angeles County|~|Disaster|~|Disaster|~|Disaster|~|People|~|People|~|People,,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Meyer, Rick|~|Meyer, Rick|~|Meyer, Rick",1986,"From left, Joaquin Coronel, Luis Flores and Juan Villa sort personal papers after apartment fire.|~|From left, Joaquin Coronel, Luis Flores and Juan Villa sort personal papers after apartment fire.|~|From left, Joaquin Coronel, Luis Flores and Juan Villa sort personal papers after apartment fire.",-118.2716581,34.0541516,"34.0541516, -118.2716581",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328870a.jpg
"Mike Powell mid-leap in long jump, 1986",African American athletes|~|African American athletes|~|African American athletes|~|Track and field athletes--California--Los Angeles County|~|Track and field athletes--California--Los Angeles County|~|Track and field athletes--California--Los Angeles County|~|College athletes--California--Los Angeles County|~|College athletes--California--Los Angeles County|~|College athletes--California--Los Angeles County|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People,"Powell, Mike (Michael Anthony), 1963-|~|Powell, Mike (Michael Anthony), 1963-|~|Powell, Mike (Michael Anthony), 1963-",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Shepler, Lori|~|Shepler, Lori|~|Shepler, Lori",1986,"As expected, UCLA's Mike Powell won Pac-10 long jump crown with this 26-feet 5-inch effort. He was Bruins' only winner Friday.|~|As expected, UCLA's Mike Powell won Pac-10 long jump crown with this 26-feet 5-inch effort. He was Bruins' only winner Friday.|~|As expected, UCLA's Mike Powell won Pac-10 long jump crown with this 26-feet 5-inch effort. He was Bruins' only winner Friday.",-118.2879308,34.0140631,"34.0140631, -118.2879308",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328871a.jpg
"Civic center of Pasadena, Calif., 1986",City halls--California--Pasadena|~|City halls--California--Pasadena|~|City halls--California--Pasadena|~|Civic centers--California--Pasadena|~|Civic centers--California--Pasadena|~|Civic centers--California--Pasadena|~|Public buildings--California--Pasadena|~|Public buildings--California--Pasadena|~|Public buildings--California--Pasadena|~|Environment|~|Environment|~|Environment,,"Pasadena (Calif.)--Buildings, structures, etc.|~|Pasadena (Calif.)--Buildings, structures, etc.|~|Pasadena (Calif.)--Buildings, structures, etc.","Becker, David|~|Becker, David|~|Becker, David",1986,Renovation of Pasadena's civic center--the ornate City Hall is in the upper right--has left a mix of architectural styles.|~|Renovation of Pasadena's civic center--the ornate City Hall is in the upper right--has left a mix of architectural styles.|~|Renovation of Pasadena's civic center--the ornate City Hall is in the upper right--has left a mix of architectural styles.,-118.1425095,34.1439456,"34.1439456, -118.1425095",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328878a.jpg
"Manuel Arte as Jane Russell and Frankie Kein as Marilyn Monroe in drag show ""Faces"" in Santa Monica, Calif., 1986",Drag shows--California--Los Angeles|~|Drag shows--California--Los Angeles|~|Drag shows--California--Los Angeles|~|Female impersonators--California--Los Angeles|~|Female impersonators--California--Los Angeles|~|Female impersonators--California--Los Angeles|~|Lifestyle|~|Lifestyle|~|Lifestyle|~|People|~|People|~|People,"Kein, Frankie|~|Kein, Frankie|~|Kein, Frankie",Santa Monica (Calif.)|~|Santa Monica (Calif.)|~|Santa Monica (Calif.),"Dykes, Steve|~|Dykes, Steve|~|Dykes, Steve",1986,"Manuel Arte, left, as Jane Russell and Frankie Kein as Marilyn Monroe perform in ""Faces,"" which is playing at the Mayfair.|~|Manuel Arte, left, as Jane Russell and Frankie Kein as Marilyn Monroe perform in ""Faces,"" which is playing at the Mayfair.|~|Manuel Arte, left, as Jane Russell and Frankie Kein as Marilyn Monroe perform in ""Faces,"" which is playing at the Mayfair.",-118.4965235,34.0150858,"34.0150858, -118.4965235",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328879a.jpg
"Ann Patterson's Maiden Voyage Jazz Orchestra, Los Angeles, Calif., 1986",Women jazz musicians--United States|~|Women jazz musicians--United States|~|Women jazz musicians--United States|~|Women jazz musicians--California--Los Angeles|~|Women jazz musicians--California--Los Angeles|~|Women jazz musicians--California--Los Angeles|~|Entertainment|~|Entertainment|~|Entertainment|~|Arts|~|Arts|~|Arts,"Patterson, Ann|~|Patterson, Ann|~|Patterson, Ann",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Jaskol, Ellen|~|Jaskol, Ellen|~|Jaskol, Ellen",1986,"Ann Patterson, right, leads Maiden Voyage, a critically lauded all-woman jazz orchestra without a record deal.|~|Ann Patterson, right, leads Maiden Voyage, a critically lauded all-woman jazz orchestra without a record deal.|~|Ann Patterson, right, leads Maiden Voyage, a critically lauded all-woman jazz orchestra without a record deal.",-118.3727771,34.09492095,"34.09492095, -118.3727771",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328880a.jpg
"Mayor Tom Bradley and Alan Cranston speaking at divest and Anti-Apartheid rally at UCLA, 1986","Legislators--United States|~|Legislators--United States|~|Legislators--United States|~|African American mayors--California--Los Angeles|~|African American mayors--California--Los Angeles|~|African American mayors--California--Los Angeles|~|Student movements--California--Los Angeles County|~|Student movements--California--Los Angeles County|~|Student movements--California--Los Angeles County|~|Mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Anti-apartheid movements--California--Los Angeles County|~|Anti-apartheid movements--California--Los Angeles County|~|Anti-apartheid movements--California--Los Angeles County|~|Investments, American--South Africa--Public opinion|~|Investments, American--South Africa--Public opinion|~|Investments, American--South Africa--Public opinion|~|Government|~|Government|~|Government|~|Activism|~|Activism|~|Activism|~|People|~|People|~|People","Cranston, Alan MacGregor|~|Cranston, Alan MacGregor|~|Cranston, Alan MacGregor",Los Angeles (Calif.)--Officials and employees|~|Los Angeles (Calif.)--Officials and employees|~|Los Angeles (Calif.)--Officials and employees,"Kelsey, Thomas|~|Kelsey, Thomas|~|Kelsey, Thomas",1986,Mayor Tom Bradley and Sen. Alan Cranston speaking to UCLA students at rally.|~|Mayor Tom Bradley and Sen. Alan Cranston speaking to UCLA students at rally.|~|Mayor Tom Bradley and Sen. Alan Cranston speaking to UCLA students at rally.,-118.4447622,34.07098674,"34.07098674, -118.4447622",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328888a.jpg
"Aerial view of construction on Century Freeway overpass on Harbor Freeway, Calif., 1986",Express highways--California--Los Angeles County--Design and construction|~|Express highways--California--Los Angeles County--Design and construction|~|Express highways--California--Los Angeles County--Design and construction|~|Landmarks|~|Landmarks|~|Landmarks|~|Environment|~|Environment|~|Environment,,Harbor Freeway (Calif.)|~|Harbor Freeway (Calif.)|~|Harbor Freeway (Calif.),"Barnard, Tony|~|Barnard, Tony|~|Barnard, Tony",1986,,-118.2805252,33.93088048,"33.93088048, -118.2805252",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329216a.jpg
"Lonnie Bunch, curator at California Afro-American Museum, 1986",Museum curators--California--Los Angeles County|~|Museum curators--California--Los Angeles County|~|Museum curators--California--Los Angeles County|~|People|~|People|~|People|~|Arts|~|Arts|~|Arts,"Bunch, Lonnie G.|~|Bunch, Lonnie G.|~|Bunch, Lonnie G.",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Atkins, Lacy|~|Atkins, Lacy|~|Atkins, Lacy",1986,"Curator Lonnie Bunch III holds picture of stunt flier Bessie Coleman.... featured in ""Black Wings: The American Black in Aviation.""|~|Curator Lonnie Bunch III holds picture of stunt flier Bessie Coleman.... featured in ""Black Wings: The American Black in Aviation.""|~|Curator Lonnie Bunch III holds picture of stunt flier Bessie Coleman.... featured in ""Black Wings: The American Black in Aviation.""",-118.2833818,34.01590174,"34.01590174, -118.2833818",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329198a.jpg
"Alida Amabile at entrance to Plaza de la Raza in Los Angeles, Calif., 1986",Community centers--California--Los Angeles|~|Community centers--California--Los Angeles|~|Community centers--California--Los Angeles|~|Art centers--California--Los Angeles|~|Art centers--California--Los Angeles|~|Art centers--California--Los Angeles|~|Lifestyle|~|Lifestyle|~|Lifestyle|~|People|~|People|~|People|~|Environment|~|Environment|~|Environment,"Amabile, Alida|~|Amabile, Alida|~|Amabile, Alida",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Kelsey, Thomas|~|Kelsey, Thomas|~|Kelsey, Thomas",1986,"Alida Amabile, executive director of the Plaza de la Raza, says of the center: ""It's been a succession of little steps, building blocks.""|~|Alida Amabile, executive director of the Plaza de la Raza, says of the center: ""It's been a succession of little steps, building blocks.""|~|Alida Amabile, executive director of the Plaza de la Raza, says of the center: ""It's been a succession of little steps, building blocks.""",-118.2027063,34.06704519,"34.06704519, -118.2027063",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329200a.jpg
"Church of the Open Door congregation cheering Dr. Gene Scott, 1986",Religion|~|Religion|~|Religion,"Church of the Open Door (Los Angeles, Calif.)|~|Church of the Open Door (Los Angeles, Calif.)|~|Church of the Open Door (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1986,,-117.8783085,34.14704838,"34.14704838, -117.8783085",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329203a.jpg
"Father Luis Olivares standing below Virgin of Guadalupe icon, Los Angeles, Calif., 1986","Catholic Church--Clergy|~|Catholic Church--Clergy|~|Catholic Church--Clergy|~|Guadalupe, Our Lady of|~|Guadalupe, Our Lady of|~|Guadalupe, Our Lady of|~|Acolytes--California--Los Angeles|~|Acolytes--California--Los Angeles|~|Acolytes--California--Los Angeles|~|People|~|People|~|People|~|Religion|~|Religion|~|Religion","Olivares, Luis A., 1934-1993|~|Olivares, Luis A., 1934-1993|~|Olivares, Luis A., 1934-1993",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Barmann, Timothy C.|~|Barmann, Timothy C.|~|Barmann, Timothy C.",1986,,-118.2397449,34.05716607,"34.05716607, -118.2397449",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329201a.jpg
"Dr. Gene Scott on stage of Church of the Open Door, 1986",Preaching|~|Preaching|~|Preaching|~|Clergy--California--Los Angeles County|~|Clergy--California--Los Angeles County|~|Clergy--California--Los Angeles County|~|Religion|~|Religion|~|Religion,"Church of the Open Door (Los Angeles, Calif.)|~|Church of the Open Door (Los Angeles, Calif.)|~|Church of the Open Door (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Atkins, Lacy|~|Atkins, Lacy|~|Atkins, Lacy",1986,,-118.2556987,34.04966819,"34.04966819, -118.2556987",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329204a.jpg
"Dean Walters and car under collapsed carport after Chalfant earthquake, Calif., 1986","Chalfant Valley Earthquake, Calif., 1986 (July 21)|~|Chalfant Valley Earthquake, Calif., 1986 (July 21)|~|Chalfant Valley Earthquake, Calif., 1986 (July 21)|~|Earthquake damage $z California|~|Earthquake damage $z California|~|Earthquake damage $z California|~|Earthquakes--California|~|Earthquakes--California|~|Earthquakes--California|~|Disaster|~|Disaster|~|Disaster",,Chalfant Valley (Calif.)|~|Chalfant Valley (Calif.)|~|Chalfant Valley (Calif.),"Bessel, Larry|~|Bessel, Larry|~|Bessel, Larry",1986,"Dean Walters posing in his car, which became pinned under collapsed carport on Chadago Street in the hard-hit Chalfant Valley.|~|Dean Walters posing in his car, which became pinned under collapsed carport on Chadago Street in the hard-hit Chalfant Valley.|~|Dean Walters posing in his car, which became pinned under collapsed carport on Chadago Street in the hard-hit Chalfant Valley.",-118.3651543,37.53377306,"37.53377306, -118.3651543",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329218a.jpg
"Bullock's department store in downtown Los Angeles, Calif., 1986",Department stores--California--Los Angeles|~|Department stores--California--Los Angeles|~|Department stores--California--Los Angeles|~|Landmarks|~|Landmarks|~|Landmarks,Bullock's (Firm)|~|Bullock's (Firm)|~|Bullock's (Firm),"Los Angeles (Calif.)--Buildings, structures, etc.|~|Los Angeles (Calif.)--Buildings, structures, etc.|~|Los Angeles (Calif.)--Buildings, structures, etc.","Roth, Marissa|~|Roth, Marissa|~|Roth, Marissa",1986,"The new downtown Bullock's has 125,000 square feet of space. Skidmore, Ownings & Merrill is the exterior architect. Bullock's store planning department was responsible for interior design.|~|The new downtown Bullock's has 125,000 square feet of space. Skidmore, Ownings & Merrill is the exterior architect. Bullock's store planning department was responsible for interior design.|~|The new downtown Bullock's has 125,000 square feet of space. Skidmore, Ownings & Merrill is the exterior architect. Bullock's store planning department was responsible for interior design.",-118.2533705,34.04513003,"34.04513003, -118.2533705",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326951a.jpg
"Dodgers' Enos Cabell watching the first grand slam of his career head toward the fence, Los Angeles, Calif., 1986",Baseball players--California--Los Angeles|~|Baseball players--California--Los Angeles|~|Baseball players--California--Los Angeles|~|African American baseball players|~|African American baseball players|~|African American baseball players|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People,"Cabell, Enos M., 1949-|~|Cabell, Enos M., 1949-|~|Cabell, Enos M., 1949-",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Olmos, Edward James|~|Olmos, Edward James|~|Olmos, Edward James",1986,Dodgers' Enos Cabell watches the first grand slam of his career head toward the fence in the eighth.|~|Dodgers' Enos Cabell watches the first grand slam of his career head toward the fence in the eighth.|~|Dodgers' Enos Cabell watches the first grand slam of his career head toward the fence in the eighth.,-118.2400078,34.07337514,"34.07337514, -118.2400078",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328774a.jpg
"Arrested illegal immigrant and INS agent in Los Angeles, Calif., 1986",Illegal aliens--California--Los Angeles County|~|Illegal aliens--California--Los Angeles County|~|Illegal aliens--California--Los Angeles County|~|Arrest (Police methods)|~|Arrest (Police methods)|~|Arrest (Police methods)|~|International|~|International|~|International|~|Legal|~|Legal|~|Legal,,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1986,"Arrested squatter, left, precedes INS agent through hole in fence below freeway overpass.|~|Arrested squatter, left, precedes INS agent through hole in fence below freeway overpass.|~|Arrested squatter, left, precedes INS agent through hole in fence below freeway overpass.",-118.4382445,34.03491716,"34.03491716, -118.4382445",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329235a.jpg
"Aerial view of Westwood Village at Wilshire Blvd. in Los Angeles, Calif., 1986",Office buildings--California--Los Angeles|~|Office buildings--California--Los Angeles|~|Office buildings--California--Los Angeles|~|Environment|~|Environment|~|Environment,,"Westwood (Los Angeles, Calif.)--Buildings, structures, etc.|~|Westwood (Los Angeles, Calif.)--Buildings, structures, etc.|~|Westwood (Los Angeles, Calif.)--Buildings, structures, etc.","Kennedy, Joe|~|Kennedy, Joe|~|Kennedy, Joe",1986,,-118.448925,34.06156582,"34.06156582, -118.448925",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329237a.jpg
"Disc jockey Rick Dees in KIIS FM studio, Calif., 1986",Drug abuse--Prevention|~|Drug abuse--Prevention|~|Drug abuse--Prevention|~|Disc jockeys--California--Los Angeles County|~|Disc jockeys--California--Los Angeles County|~|Disc jockeys--California--Los Angeles County|~|Radio personalities--United States|~|Radio personalities--United States|~|Radio personalities--United States|~|People|~|People|~|People|~|Media|~|Media|~|Media,"Dees, Rick|~|Dees, Rick|~|Dees, Rick",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Bessel, Larry|~|Bessel, Larry|~|Bessel, Larry",1986,KIIS radio disc jockey Rick Dees says his anti-drug efforts are not a censorship campaign.|~|KIIS radio disc jockey Rick Dees says his anti-drug efforts are not a censorship campaign.|~|KIIS radio disc jockey Rick Dees says his anti-drug efforts are not a censorship campaign.,-118.3361542,34.15349941,"34.15349941, -118.3361542",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329250a.jpg
"Defendants in court during Twilight Zone trial in Los Angeles, Calif., 1986",Motion pictures--California--Accidents|~|Motion pictures--California--Accidents|~|Motion pictures--California--Accidents|~|Trials (Manslaughter) $z California $z Los Angeles|~|Trials (Manslaughter) $z California $z Los Angeles|~|Trials (Manslaughter) $z California $z Los Angeles|~|Twilight zone (Motion picture)|~|Twilight zone (Motion picture)|~|Twilight zone (Motion picture)|~|Legal|~|Legal|~|Legal,"Wingo, Dorcey--Trials, litigation, etc.|~|Wingo, Dorcey--Trials, litigation, etc.|~|Wingo, Dorcey--Trials, litigation, etc.",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Meyer, Rick|~|Meyer, Rick|~|Meyer, Rick",1986,,-118.2471693,34.05548611,"34.05548611, -118.2471693",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329253a.jpg
"Crowd at Mahalia Jackson Gospel Music Festival in Los Angeles, Calif., 1986",African Americans--Music|~|African Americans--Music|~|African Americans--Music|~|Music festivals--California--Los Angeles County|~|Music festivals--California--Los Angeles County|~|Music festivals--California--Los Angeles County|~|Entertainment|~|Entertainment|~|Entertainment|~|Religion|~|Religion|~|Religion|~|Culture|~|Culture|~|Culture,,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Gabriel, Robert|~|Gabriel, Robert|~|Gabriel, Robert",1986,,-118.2770598,34.05985928,"34.05985928, -118.2770598",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329256a.jpg
"Latino couple comforting each other at LAX after learning of Aeromexico plane crash, 1986","Aeromexico Flight 498 Crash, 1986|~|Aeromexico Flight 498 Crash, 1986|~|Aeromexico Flight 498 Crash, 1986|~|Aircraft accidents--California--Los Angeles|~|Aircraft accidents--California--Los Angeles|~|Aircraft accidents--California--Los Angeles|~|Disaster|~|Disaster|~|Disaster",,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),"Atkins, Lacy|~|Atkins, Lacy|~|Atkins, Lacy",1986,Two young people who came to meet flight comfort each other after learning jet had crashed.|~|Two young people who came to meet flight comfort each other after learning jet had crashed.|~|Two young people who came to meet flight comfort each other after learning jet had crashed.,-118.4040356,33.94625257,"33.94625257, -118.4040356",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329254a.jpg
